name,n_pts,interval,mean,std_dev,use_actual
ls_phasea,8760,1,0.4757969339998852,0.1485028194009117,false
ls_phaseb,8760,1,0.4821861423157523,0.1467620220379334,false
ls_phasec,8760,1,0.4774492061638126,0.1493284385117471,false
ls_threephase,8760,1,0.4784774274906409,0.1475526354488232,false
other_bus_load,8760,1,0.5117046033795647,0.1666835793049836,false
