name,x,y
n292821,11739385.06,3720293.167
n292827,11739472.59,3720564.567
n292831,11739758.21,3720581.21
n292843,11740302.75,3721055.662
n292851,11740534.88,3721201.479
n292870,11739915.85,3721563.664
n292849,11739748.29,3721144.689
n292858,11739707.96,3721285.285
n292875,11739394.41,3721764.359
n292860,11739257.64,3721343.442
n292834,11738861.68,3720671.734
n292838,11739003.78,3720742.725
n292824,11738860.88,3720420.192
n292818,11738836.64,3720083.446
n292808,11738827.3,3719754.767
n292797,11738824.51,3719374.855
n292794,11739382.76,3719354.141
n292717,11741166.28,3717797.054
n292721,11741160.14,3717955.518
n292709,11741174.84,3717488.427
n292702,11741195.19,3717144.058
n300801,11741523.37,3716708.794
n300817,11741792.4,3716893.413
n300827,11741577.05,3717090.159
n300850,11741471.17,3717478.116
n283862,11737235.36,3713863.567
n283866,11737655.11,3713906.055
n283874,11738131.66,3714054.321
n292568,11739304.86,3715193.711
n274273,11733346.37,3715292.098
n274248,11733504.06,3714697.177
n274258,11733919.8,3714984.517
n274269,11734169.48,3715247.95
n274281,11734109.71,3715516.346
n274291,11734208.2,3715728.3
n274305,11734192.45,3715967.767
n274321,11734293.63,3716191.485
n274333,11734374.09,3716574.664
n284042,11734760.04,3716454.097
n284038,11734927.96,3716417.275
n284090,11734400.83,3717115.537
n274352,11734389.87,3716883.445
n274384,11734245.6,3717555.442
n284104,11734818.47,3717323.987
n284081,11734804.21,3716933.502
n284089,11734893.55,3717051.294
n284074,11735049.39,3716784.097
n274517,11733950.54,3720057.908
n274540,11734299.96,3720840.677
n274521,11733641.41,3720174.75
n274531,11734173.3,3720483.828
n284284,11734563.44,3720923.573
n274539,11733670.65,3720837.571
n274534,11733274.55,3720610.769
n284200,11735659.94,3719021.489
n284181,11735293.54,3718512.983
n284208,11735509.76,3719133.73
n284225,11735612.77,3719616.202
n284250,11735668.88,3720194.051
n284255,11735329.89,3720238.908
n284220,11735169.39,3719531.409
n284204,11734747.83,3719091.324
n284232,11734863.99,3719757.796
n284245,11734641.74,3720134.237
n284247,11734642.61,3720146.112
n284278,11734776.73,3720741.843
n284251,11734600.19,3720194.071
n284189,11735744.83,3718696.748
n284172,11735571.73,3718407.765
n284195,11735902.35,3718953.454
n284214,11736099.52,3719268.218
n284228,11736480.05,3719701.61
n284192,11736384.04,3718806.732
n284203,11736517.67,3719088.71
n284168,11736148.51,3718294.122
n284139,11736022.13,3718065.538
n284240,11735222.26,3720008.175
n284221,11735174.87,3719541.717
n283642,11735656.43,3710676.803
n283675,11736214.66,3710930.986
n283710,11735795.97,3711366.11
n283684,11735544.32,3711023.552
n283716,11735195.6,3711448.527
n283731,11734909.79,3711761.214
n283747,11735230.44,3711971.882
n283772,11734818.9,3712420.856
n283702,11734853.06,3711316.301
n283679,11735017.08,3710984.267
n283722,11734673.59,3711666.062
n274103,11734296.83,3711622.463
n283753,11734658.22,3712081.291
n283699,11734920.68,3711246.617
n283659,11735128.22,3710815.069
n274122,11733632.25,3711873.336
n274137,11733865.84,3712130.741
n274150,11734226.21,3712444.013
n283789,11734540.07,3712654.303
n283806,11734798.73,3712829.729
n283810,11734883.36,3712891.99
n283638,11736172.44,3710586.697
n283608,11736203.69,3710229.76
n300544,11744322.62,3713476.847
n300562,11744441.35,3713774.129
n292266,11739650.52,3709959.768
n292260,11739809.21,3709897.393
n292239,11739032.53,3709265.458
n292234,11739219.72,3709124.792
n292332,11740010.33,3711341.173
n292354,11739813.6,3711574.483
n292325,11739955.34,3711022.366
n292349,11741177.17,3711491.887
n292351,11741144.44,3711515.815
n292341,11741167.36,3711420.524
n292346,11741135.41,3711447.162
n292333,11741161.08,3711366.723
n292338,11741127.81,3711385.82
n292357,11739905.21,3711650.78
n292359,11739936.33,3711653.412
n292360,11739762.51,3711683.875
n292364,11739839.49,3711688.488
n292380,11739358.37,3711925.85
n292396,11739349.02,3712165.606
n292378,11739546.34,3711861.338
n292382,11739670.67,3711968.12
n292385,11739752.58,3711975.756
n292473,11739451.9,3713614.388
n292486,11739358.27,3713771.957
n300490,11743655.73,3712253.194
n300495,11743980.88,3712382.694
n292367,11739002.69,3711719.798
n292347,11739065.22,3711456.447
n292390,11738783.07,3712119.533
n283758,11738302.74,3712135.356
n283740,11738244.31,3711926.221
n283721,11738213.39,3711645.387
n283727,11738697.21,3711748.629
n283712,11738582.16,3711374.668
n283744,11738589.79,3711937.842
n292334,11738800.93,3711372.603
n283742,11736763.82,3711931.162
n283724,11737018.14,3711691.32
n283751,11736980.11,3712074.853
n283737,11737903.73,3711819.311
n283735,11737260.49,3711804.108
n283728,11737537.32,3711755.347
n283718,11737850.98,3711637.8
n283756,11737332.46,3712131.073
n283786,11738395.87,3712563.323
n283780,11738048.31,3712536.353
n283784,11738712.74,3712561.145
n292399,11739109.33,3712193.866
n292373,11739315.07,3711815.945
n292340,11739438.23,3711416.353
n292415,11739527,3712743.01
n292420,11740634.1,3712784.798
n292412,11741027.16,3712671.613
n292430,11741253.62,3713101.723
n292438,11741124.48,3713303.233
n292433,11740808.86,3713212.955
n292453,11740478.11,3713490.051
n292423,11740255.59,3713025.051
n283796,11738742.07,3712738.227
n292417,11739178.89,3712749.363
n292419,11739216.39,3712774.208
n292448,11739899,3713386.174
n292446,11740146.68,3713381.855
n292435,11740151.15,3713226.433
n292442,11739339.87,3713364.408
n292451,11739997.18,3713488.932
n292468,11739338.3,3713569.67
n292466,11739694.89,3713549.737
n292525,11739678.27,3714315.092
n292517,11739958.67,3714148.296
n292461,11739963.97,3713522.997
n292459,11739859.24,3713518.992
n292464,11740125.11,3713529.151
n292474,11740186.76,3713616.598
n292490,11740092,3713839.787
n292512,11740159.95,3714003.881
n292499,11740048.71,3713923.571
n292503,11740027.39,3713938.722
n292528,11739240.75,3714380.004
n292515,11739352.56,3714141.029
n292522,11738876.51,3714222.006
n292502,11739123.43,3713935.937
n292498,11738879.61,3713903.906
n292510,11738839.27,3713991.386
n283865,11738643.34,3713868.548
n283861,11738475.43,3713787.175
n283869,11738109.28,3713921.144
n283858,11737991.84,3713776.235
n283853,11737804.68,3713643.282
n283847,11737846.83,3713457.951
n283841,11738247.21,3713418.966
n283838,11738395.65,3713406.149
n292428,11738810.61,3713053.507
n283816,11738457.41,3712949.032
n292425,11739048.21,3713038.618
n292449,11739119.7,3713473.612
n300568,11744063.64,3713941.349
n300563,11744256.86,3713825.545
n300573,11743759.3,3714046.788
n300586,11744118.52,3714244.312
n300580,11744309.27,3714166.98
n300604,11744320.39,3714446.229
n300681,11744142.91,3715012.405
n300661,11744113.17,3714905.461
n300636,11744117.43,3714726.664
n300633,11744397.54,3714681.348
n300721,11744159.3,3715313.086
n300737,11744147.68,3715560.701
n300746,11744158.46,3715722.245
n300744,11744479.12,3715673.025
n300726,11743812.84,3715489.38
n300767,11743930.77,3715980.905
n300670,11743817.73,3714976.911
n300620,11743814.2,3714585.297
n284275,11738006.65,3720666.532
n284257,11737940.71,3720288.215
n284212,11737569.63,3719210.559
n284206,11737842.87,3719117.477
n284194,11737788.65,3718934.901
n284211,11736997.31,3719207.142
n284223,11737031.47,3719603.631
n284253,11736989.85,3720227.472
n284063,11735138.63,3716672.483
n284057,11735269.33,3716567.811
n284006,11735305.49,3716089.678
n283989,11735514.69,3715891.467
n283955,11735112.5,3715588.658
n283953,11735408.25,3715484.368
n283927,11734888.6,3715021.012
n274231,11734007.38,3714442.62
n274237,11734310.49,3714596.741
n283941,11734510.5,3715167.156
n283965,11734695.4,3715652.389
n284008,11734867.32,3716103.963
n284028,11734952.16,3716329.036
n274224,11734074.69,3714266.369
n274214,11734098.38,3714077.483
n274200,11734076.92,3713842.997
n274207,11733725.16,3713966.663
n274227,11733736.49,3714350.881
n274220,11733356.09,3714151.061
n274196,11733201.81,3713777.86
n274183,11734083.67,3713543.128
n274191,11733648.99,3713664.392
n274192,11734354.27,3713665.466
n283873,11734490.98,3714051.992
n284003,11736591.95,3716063.006
n284001,11736891.28,3715996.775
n284005,11736566.19,3716070.552
n283971,11736438.96,3715718.045
n283961,11736611.98,3715638.192
n283948,11736115.07,3715415.683
n283921,11736618.93,3714924.683
n283943,11736498.42,3715255.096
n283909,11736288.01,3714657.28
n283924,11736073.69,3714975.025
n283892,11735952.83,3714285.008
n283917,11735768.53,3714739.811
n283914,11735241.34,3714692.874
n283902,11735406.73,3714519.111
n283935,11735358.63,3715100.681
n283949,11735582.54,3715441.695
n283967,11735736.01,3715664.212
n284024,11735610.17,3716291.631
n284023,11736139.37,3716277.547
n283986,11736019.93,3715872.48
n284012,11735832.48,3716142.396
n284043,11736559,3716469.688
n283888,11735800.12,3714265.946
n283893,11736109.34,3714375.79
n283651,11737052.61,3710754.341
n283636,11736552.54,3710559.844
n283582,11736571.71,3709748.838
n283612,11736493.24,3710263.123
n283544,11736687.05,3709134.111
n283665,11737479.7,3710855.346
n283558,11736996.19,3709302.743
n283585,11736891.64,3709913.014
n283556,11737286.97,3709297.173
n283577,11737223.71,3709720.495
n283594,11737296.8,3710066.986
n283598,11737589.82,3710109.979
n284046,11736464.45,3716505.074
n284065,11736488.06,3716714.112
n284060,11736867.5,3716662.224
n284045,11736939,3716503.934
n284049,11736623.79,3716515.744
n284055,11736572.57,3716552.294
n1385522,11737825.89,3710787.152
n292742,11739174.57,3718181.791
n292368,11740130.25,3711722.181
n292365,11740105.3,3711704.069
n292328,11740549.23,3711077.017
n292329,11740560.62,3711081.136
n283883,11737130.45,3714197.595
n283872,11736932.99,3714026.124
n283878,11736695.64,3714124.478
n283885,11736380.16,3714229.1
n292274,11739052.69,3710237.236
n292270,11738964.97,3710030.219
n292323,11739145.78,3711009.947
n292320,11739390.7,3710997.133
n283687,11738732.43,3711038.304
n292282,11738933.57,3710294.271
n292275,11738837.4,3710248.676
n283623,11737686.3,3710479.768
n283694,11738370.41,3711094.224
n284179,11734461.35,3718508.518
n284162,11734727.19,3718173.676
n274396,11734323.1,3717753.075
n284133,11734421.56,3717994.246
n274488,11733578.01,3719536.066
n274469,11733294.36,3719233.631
n274459,11733724.08,3719115.144
n274470,11733842.03,3719239.566
n274440,11733739.49,3718719.542
n274411,11733911.61,3718104.652
n274436,11734010.12,3718652.809
n274448,11734233.37,3718835.356
n300504,11743696.81,3712731.598
n300509,11743518.69,3712975.84
n300514,11744069.13,3713102.909
n300525,11743880.06,3713311.4
n300539,11744153.92,3713399.284
n300541,11744102.84,3713447.35
n300547,11744128.18,3713517.368
n274394,11733781.04,3717697.75
n292259,11739578.02,3709867.076
n292264,11738782.19,3709938.541
n292278,11738985.75,3710266.768
n283589,11738624.79,3709960.75
n283617,11736915.12,3710413.891
n283998,11737142,3715983.957
n284013,11737268.37,3716148.842
n283976,11736901.03,3715784.868
n283957,11737127.65,3715597.136
n283951,11737636.28,3715449.673
n284014,11737834.73,3716109.532
n292586,11739265.15,3715342.651
n292597,11738762.07,3715469.532
n283761,11737570.38,3712148.923
n283759,11737928.26,3712146.592
n283714,11737316.89,3711406.192
n292407,11739595.46,3712509.727
n292406,11739869.78,3712495.999
n300499,11741498.24,3712615.813
n292352,11741180.99,3711519.462
n283614,11738329.72,3710297.179
n283644,11737761.04,3710679.531
n283601,11738203.79,3710125.294
n283974,11737835.28,3715752.93
n292770,11740638.52,3718337.449
n300496,11741311.73,3712554.265
n292403,11741143.4,3712391.944
n292326,11740550.95,3711038.971
n292864,11741011.02,3721506.724
n292865,11741009.42,3721513.251
n301056,11741828.03,3721697.711
n301060,11741959.88,3721806.45
n301061,11741677.74,3721807.479
n301049,11741564.56,3721618.438
n283653,11737872.39,3710757.405
n283668,11737827.48,3710895.078
n283669,11737796.04,3710901.066
n292488,11740238.92,3713835.84
n292484,11740546.32,3713766.095
n292508,11740180.6,3713988.227
n284304,11737135.18,3721449.825
n284308,11737472.6,3721587.39
n284313,11738149.1,3721887.959
n284280,11737526.53,3720754.191
n284282,11737536.45,3720770.206
n284293,11737897.19,3721112.462
n284219,11737515.49,3719478.418
n284234,11737565.7,3719784.679
n284165,11735398.89,3718196.475
n284196,11734696.87,3718960.481
n274442,11734337.21,3718781.832
n292595,11739499.24,3715443.623
n292616,11739471.01,3715756.575
n292618,11739777.67,3715759.32
n292594,11739561.26,3715443.578
n292612,11739731.48,3715664.043
n274475,11733805.68,3719281.811
n292301,11738927.28,3710493.362
n292308,11739031.52,3710686.823
n292619,11740116.1,3715773.521
n292603,11739999.38,3715604.919
n292622,11740136.38,3715795.122
n292628,11740285.63,3715830.1
n292626,11740145.65,3715803.705
n292598,11740269.03,3715529.322
n292457,11738868.09,3713506.644
n292481,11739158.27,3713702.817
n292479,11739125,3713680.791
n283910,11737565.61,3714663.616
n283890,11737564.44,3714283.416
n283960,11738333.12,3715636.019
n283946,11738185.06,3715373.025
n283923,11737957.12,3714969.432
n283929,11738708.37,3715057.32
n292564,11739134.38,3715117.546
n283939,11738517.41,3715130.047
n283900,11738167.36,3714489.847
n283898,11737950.37,3714420.721
n292606,11738902.68,3715631.083
n292602,11739146.7,3715602.106
n292623,11739976.08,3715796.166
n292625,11739912.74,3715802.285
n292629,11740489.57,3715963.065
n292633,11740356.67,3716040.878
n283708,11737614.31,3711346.36
n283696,11737979.25,3711169.164
n300467,11743478.49,3711611.032
n300465,11743483.2,3711584.643
n300472,11743469.08,3711658.656
n300462,11743524.27,3711535.226
n300455,11743468.72,3711436.634
n274547,11733290.95,3721014.434
n274536,11732787.71,3720758.875
n274552,11732722.45,3721118.381
n274550,11732392.05,3721060.191
n274560,11732351.7,3721520.428
n274563,11732194.95,3721633.892
n274422,11732983.4,3718391.897
n274447,11733277.49,3718821.519
n274419,11732412.27,3718320.332
n274403,11732845.86,3718002.812
n274434,11732639.23,3718629.886
n274458,11732913.41,3719007.91
n312445,11746421.02,3714090.755
n284146_lo,11735234.13,3718075.631
n284148,11735234.2,3718075.835
n284160,11735166.76,3718141.968
n284151,11735222.68,3718080.097
n284159,11735159.71,3718141.707
n284143,11735233.18,3718072.589
n284146,11735234.13,3718075.631
n284149_lo,11735222.12,3718076.871
n1311915,11739320.63,3709147.738
n292231,11739290.34,3709106.503
n292225,11739261.15,3709064.705
n292218,11739781.04,3709004.649
n292228,11739528.33,3709080.825
n292222,11740093.37,3709041.26
n292223,11740416.45,3709041.93
n284145,11735221.6,3718074.776
n284149,11735222.12,3718076.871
n284138,11735228.51,3718057.518
n284142,11735232.54,3718070.551
n283537,11736718.47,3708913.088
n283532,11737239.39,3708865.589
n283564,11737608.9,3709345.624
n312601,11746135.35,3715602.913
n312605,11745923.48,3715669.313
n312506,11745564.92,3714578.99
n300644,11745364.52,3714777.95
n284351,11736555.78,3723721.618
n284227,11738372.34,3719625.98
n292737,11739382.84,3718114.176
n284171,11738225.52,3718393.143
n292657,11740496.67,3716382.01
n292845,11739039.91,3721068.494
n274277,11733835.69,3715382.386
n284217,11736626.12,3719310.627
n292475,11740922.32,3713616.877
n292460,11739780.28,3713521.61
n283831,11738307.64,3713275.664
n300606,11744323.14,3714454.722
n283882,11734888.32,3714174.854
n283904,11734718.55,3714557.902
n283932,11735800.25,3715071.796
n274398,11733360.59,3717815.491
n300513,11743661.71,3713100.988
n283995,11737523.76,3715942.826
n283970,11737186.13,3715690.455
n283918,11736686.45,3714741.392
n292494,11740686.61,3713891.977
n292496,11740585.46,3713897.514
n284244,11737581.98,3720130.071
n283931,11737511.19,3715068.992
n312462,11745721.96,3714205.892
n284360,11736520.32,3724182.639
n300893,11741566.9,3717970.103
n300995,11741562.73,3720072.564
n292471,11739717.79,3713593.753
n300534,11743496.74,3713365.2
n283894,11736588.38,3714381.502
n292319,11739678.97,3710992.336
n292317,11739678.7,3710968.346
n292315,11739774.91,3710959.609
n292318,11739740.38,3710985.121
n292316,11739736.82,3710963.069
n284401,11738086.75,3724942.553
n284396,11738213.61,3724907.047
n292753,11739717.46,3718246.911
n292756,11739671.93,3718256.091
n292784,11739153.64,3719028.64
n292539,11738874.8,3714635.354
n292575,11739410.21,3715269.806
n292551,11738904.86,3714802.47
n300628,11741890.67,3714638.326
n300631,11741882.07,3714659.226
n300598,11742190.79,3714382.294
n300626,11741899.59,3714617.295
n300634,11741685.85,3714700.78
n292288,11740119.21,3710325.553
n292291,11740088.81,3710344.371
n292273,11740307.17,3710204.199
n292296,11740568.17,3710410.985
n292272,11740484.05,3710199.762
n283978,11737826.92,3715795.689
n283977_lo,11737855.26,3715791.232
n300597,11742407.52,3714380.418
n300600,11742429.57,3714412.747
n292673,11739628.7,3716911.281
n292672,11739627.61,3716897.997
n292687,11740683.31,3716989.624
n292686,11740670.31,3716989.56
n292681,11740664.32,3716976.412
n292682,11740670.32,3716976.44
n292680,11740656.32,3716976.373
n292728,11741033.54,3718044.716
n292727,11741044.08,3718043.546
n292733,11741054.29,3718054.83
n292734,11741046.03,3718056.43
n292736,11741035.95,3718058.513
n292732,11741061.8,3718053.33
n292731,11741068.29,3718051.744
n292729,11741074.55,3718051.079
n292726,11741073.75,3718039.251
n292245,11739618.6,3709497.795
n292242,11739471.12,3709486.263
n292241,11739416.44,3709426.126
n292758,11740619.05,3718257.521
n292761,11740599.69,3718262.548
n292749,11740614.02,3718238.162
n292751,11740594.66,3718243.191
n292766,11740602.2,3718272.228
n292767,11740604.72,3718281.907
n274496,11733693.37,3719654.721
n274497,11733669.92,3719659.116
n274495,11733683.31,3719646.071
n274498,11733663.71,3719664.921
n274501,11733653.62,3719674.351
n284302,11737056.26,3721371.482
n1386728,11737057.41,3721350.064
n284295,11737051.51,3721164.788
n300690,11743675.69,3715056.489
n300685,11743629.74,3715047.162
n283633,11735653.96,3710553.502
n283634,11735674.77,3710557.605
n283629,11735664.43,3710535.93
n1347006,11735674.73,3710513.794
n283622,11735766.89,3710461.8
n283621,11735768.21,3710453.851
n292534,11740585.02,3714577.877
n284324,11736943.39,3722378.101
n300474_lo,11743854.21,3711842.206
n300469,11743883.44,3711635.506
n292544,11738904.94,3714671.95
n292541,11738836.64,3714651.492
n283907,11738391.65,3714630.994
n300477,11743771.2,3711945.981
n300476,11743784.21,3711938.22
n300474,11743854.21,3711842.206
n284072,11735119.01,3716773.223
n284048,11735000.39,3716513.929
n284070,11735093.95,3716767.044
n284071,11735061.69,3716768.838
n283962,11738320.1,3715641.634
n283964_lo,11738306.88,3715647.331
n1325396,11745618.5,3712940.344
n1325371,11745631.71,3712973.045
n1325373,11745615.65,3712932.868
n1325378,11745612.72,3712925.426
n1325374,11745630.45,3712927.367
n1325379,11745627.76,3712919.835
n1325380,11745637.31,3712984.856
n1325395,11745734.35,3712915.717
n1325381,11745726.71,3712918.081
n1325382,11745741.97,3712913.278
n1325372,11745738.64,3712948.798
n1325375,11745724.23,3712910.47
n1325376,11745739.3,3712905.734
n1325383,11745721.69,3712902.886
n1325384,11745737,3712898.073
n1325385,11745743.61,3712961.232
n283987,11737831.13,3715883.848
n1347441,11737827.97,3715876.501
n1347442,11737834.37,3715891.164
n1347434,11737820.69,3715879.818
n1347435,11737826.99,3715894.243
n1347436,11737841.59,3715887.707
n1347437,11737835.27,3715873.231
n1347443,11737842.54,3715869.893
n1347440,11737848.96,3715884.603
n1347445,11737813.45,3715883.235
n284135,11735257.57,3718023.313
n292405,11739314.87,3712490.23
n284405,11738338.64,3725022.952
n284398,11738446.11,3724920.436
n284408,11738185.27,3725069.622
n284407,11738222.59,3725058.962
n284410,11738145.52,3725094.526
n284413,11738122.99,3725108.731
n284428,11737868.56,3725279.448
n292304,11739180.19,3710571.703
n292314,11739519.56,3710951.958
n292302,11739543.36,3710518.203
n1300454,11735982.67,3716508.333
n1300455,11735671.21,3716458.333
n300521,11744587.99,3713222.456
n300507,11745277.44,3712907.479
n312299,11745526.55,3712809.781
n312286,11745683.27,3712746.259
n312304,11745535.13,3712828.637
n312322,11745860.08,3712931.018
n312278,11745774.16,3712709.469
n312282,11745774.58,3712707.661
n312290,11745710.83,3712772.441
n312297,11745827.74,3712808.17
n284379,11737823.61,3724625.568
n284377,11737919.93,3724585.786
n284322,11737031.2,3722317.526
n284325,11737105.61,3722457.371
n284333,11737484.5,3722897.552
n284326,11737855.23,3722556.407
n284330,11738140.14,3722734.861
n284334,11737521.33,3722949.68
n284337,11737664.22,3723112.291
n1385651,11737749.99,3723201.141
n284340,11737802.52,3723270.838
n284343,11737946.64,3723457.137
n284349,11738115.2,3723628.956
n284354,11738280.39,3723822.119
n284356,11738059.74,3723995.244
n284353,11738397.94,3723729.638
n284350,11738494.64,3723651.735
n284318,11738414.94,3722124.955
n284323,11738212.62,3722324.187
n284305,11736752.42,3721482.592
n1398732,11736751.73,3721139.345
n284303,11737078.66,3721385.862
n284283,11737447.36,3720774.341
n284287,11737339.06,3720952.752
n284289,11736631.35,3721027.361
n284286,11736616.76,3720943.114
n284277,11736173.02,3720682.649
n284260,11735978.41,3720300.902
n284123,11736926.86,3717745.105
n284108,11737262.08,3717466.063
n284124,11736907.36,3717758.883
n284128,11736941.25,3717876.885
n284154,11736987.13,3718107.097
n284153,11736940.31,3718106.698
n284180,11736875.79,3718509.07
n284186,11736941.81,3718577.273
n284188,11737032.7,3718636.127
n292562,11739889.07,3715100.098
n292561,11739955.38,3715072.56
n292559,11739823.2,3715040.324
n274477,11734376.27,3719355.045
n274509,11734385.89,3719874.163
n284241,11734565.08,3720118.973
n284132,11736017.02,3717991.758
n284157,11736102.62,3718135.35
n283606,11735043.39,3710167.727
n283609,11735224.58,3710238.198
n283615,11735490.42,3710350.306
n283607,11735840.65,3710206.991
n283639,11736175,3710612.31
